60
============================================================================

                  KPP Standalone Atmospheric Chemical State
File Description:
This file contains model output of the atmospheric chemical state
as simulated by the GEOS-Chem chemistry module in a 3D setting.
Each grid cell represents the chemical state of an individual location,
suitable for input into a separate KPP Standalone program which will
replicate the chemical evolution of that grid cell for mechanism analysis.
Note that the KPP Standalone will only use concentrations, rate constants,
and KPP-specific fields. All other fields are for reference. The first line
contains the number of lines in this header. If wanting to use this output
for other analysis, a Python class to read these fields is available by
request, contact Obin Sturm (psturm@usc.edu).

Generated by the GEOS-Chem Model
       (https://geos-chem.org/)
Using the KPP Standalone Interface
github.com/GEOS-ESM/geos-chem/tree/feature/psturm/kpp_standalone_interface
     With contributions from:
        Obin Sturm (psturm@usc.edu)
        Christoph Keller
        Michael Long
        Sam Silva

Meteorological and general grid cell metadata    

Location:                                        Beijing
Timestamp:                                       2019/07/01 00:40
Longitude (degrees):                                115.0000
Latitude (degrees):                                  38.0000
GEOS-Chem Vertical Level:                             1
Pressure (hPa):                                     947.7906
Temperature (K):                                      300.29
Dry air density (molec/cm3):                      0.2273E+20
Water vapor mixing ratio (vol H2O/vol dry air):   0.9784E-02
Cloud fraction:                                   0.0000E+00
Cosine of solar zenith angle:                     0.6833E+00

KPP Integrator-specific parameters               

Init KPP Timestep (seconds):                        655.3846
Exit KPP Timestep (seconds):                        497.8023
Chemistry operator timestep (seconds):             1200.0000
Number of internal timesteps:                        12
ICNTRL integrator options used:
     1     0     4     0     0     0     1     0     0     0
     0     0     0   345    -1     0     0     0     0     0
RCNTRL integrator options used:
     0.000000     0.000000   655.384583     0.000000     0.000000
     0.000000     0.000000     0.000000     0.000000     0.000000
     0.000000     0.000000     0.000000     0.000050     0.000000
     0.000000     0.000000     0.000000     0.000000     0.000000

CSV data of full chemical state, including species concentrations,
rate constants (R) and instantaneous reaction rates (A).
All concentration units are in molec/cm3 and rates in molec/cm3/s.

============================================================================
Name,   Value,   Absolute Tolerance
R980,  7.3348396145903938E-002
R981,  2.3335966505403070E-002
R982,  9.6527153942052535E-008
R983,  1.8340159248989979E-006
R984,  3.4362259722169946E-006
R985,  3.1892521820392216E-026
R986,  8.0403547302076459E-013
R987,  0.0000000000000000E+000
R988,  7.8828815762507457E-027
R989,  4.2590508435927368E-006
R990,  7.6048593781787629E-005
R991,  1.2420326242213868E-006
R992,  1.2420326242213868E-006
R993,  1.2420326242213868E-006
R994,  2.0325338358140577E-005
R995,  1.0162516739794798E-005
R996,  4.4772957344791363E-006
R997,  2.2386142876894572E-006
R998,  4.3895169611039381E-007
R999,  7.3095991523744836E-007
R1000,  1.2481016616430013E-006
R1001,  9.7334676280759263E-007
R1002,  2.4053686708769344E-006
R1003,  2.8774805750705143E-005
R1004,  1.4175762819008760E-004
R1005,  1.8570967247106387E-005
R1006,  1.4175762819008760E-004
R1007,  2.5245001110856412E-005
R1008,  3.4362259722169946E-006
R1009,  2.8774805750705143E-005
R1010,  2.0072938433850318E-004
R1011,  2.8774805750705143E-005
R1012,  2.8774805750705143E-005
R1013,  2.3643537922537555E-005
R1014,  1.9978585337043341E-004
R1015,  5.0795187626785613E-005
R1016,  3.4362259722169946E-006
R1017,  3.4362259722169946E-006
R1018,  3.4362259722169946E-006
R1019,  3.4362259722169946E-006
R1020,  2.0709147739728231E-004
R1021,  1.9639410207914686E-004
R1022,  2.8774805750705143E-005
R1023,  2.8774805750705143E-005
R1024,  1.2420326242213868E-006
R1025,  1.2420326242213868E-006
R1026,  1.2420326242213868E-006
R1027,  1.2420326242213868E-006
R1028,  4.6782585818084389E-006
R1029,  3.4362259722169946E-006
R1030,  1.2420326242213868E-006
R1031,  1.9763445382829940E-004
R1032,  2.4840652484427736E-006
R1033,  2.5245001110856412E-005
R1034,  3.4362259722169946E-006
R1035,  6.8729754012074673E-006
R1036,  3.4362259722169946E-006
R1037,  2.8774805750705143E-005
R1038,  3.4362259722169946E-006
R1039,  1.2420326242213868E-006
R1040,  5.0795187626785613E-005
R1041,  2.5245001110856412E-005
R1042,  3.4362259722169946E-006
R1043,  1.4636755691604487E-005
R1044,  3.4362259722169946E-006
R1045,  3.4362259722169946E-006
R1046,  1.8570967247106387E-005
R1047,  7.0061849902967600E-007
R1048,  3.4362259722169946E-006
R1049,  1.7715489009630159E-006
R1050,  3.4362259722169946E-006
R1051,  1.4175762819008760E-004
R1052,  3.4362259722169946E-006
R1053,  3.4362259722169946E-006
R1054,  3.4362259722169946E-006
R1055,  3.4362259722169946E-006
R1056,  1.4175762819008760E-004
R1057,  4.2590508435927368E-006
R1058,  1.7715489009630159E-006
A1,  4.6780159996820985E+003
A2,  4.6780159996820985E+003
A3,  4.6780159996820994E+003
A4,  5.1949163835385434E+003
A5,  1.3006060530118791E+003
A6,  3.2086506354047549E+004
A7,  0.0000000000000000E+000
A8,  0.0000000000000000E+000
A9,  0.0000000000000000E+000
A10,  0.0000000000000000E+000
A11,  0.0000000000000000E+000
A12,  0.0000000000000000E+000
A13,  5.5856986841921031E+008
A14,  5.8242138692589593E+005
A15,  4.4412031934619154E+005
A16,  2.0708359785010598E+006
A17,  6.0012752328481167E+002
A18,  6.0488722947746218E+001
A19,  2.0184181326694411E+002
A20,  1.0742501955100973E+005
A21,  1.5384603206081723E+005
A22,  2.7922408810900398E+007
A23,  1.0010804226566885E+005
A24,  5.2666166225547837E+006
A25,  1.7018987531955147E+006
A26,  6.6100454861107916E+006
A27,  1.9836087284517728E+003
A28,  3.5777096721508140E+004
A29,  3.9581290461280588E+002
A30,  2.3375245419124568E+002
A31,  3.9660120981068256E+004
A32,  1.0627634489531511E+005
A33,  2.0940570086010950E+004
A34,  1.8964560435380139E+006
A35,  2.6096013125498779E+006
A36,  5.0663636489369033E+004
A37,  8.2514703065585368E+005
A38,  2.4823225728068850E+004
A39,  9.3180255900040697E+006
A40,  2.9365425123257399E+007
A41,  5.7317442129643277E+003
A42,  2.1446319224060840E+003
A43,  1.9128581082216175E+006
A44,  4.2307257168156514E+002
A45,  2.1709684273163654E+005
A46,  6.8553258315923018E+005
A47,  2.6749029378228734E+004
A48,  2.2562419267095582E+005
A49,  8.3012579104112646E+001
A50,  8.3025180030810404E+001
A51,  6.3256417707235646E+005
A52,  6.7076838409150554E+001
A53,  3.1994609551125951E+006
A54,  5.3498271659767758E+006
A55,  1.7087096349713147E+003
A56,  3.3525137620805725E+006
A57,  4.2720996421619391E+004
A58,  9.6705579056548988E+004
A59,  2.1342346356190965E+003
A60,  6.7593956385195395E+005
A61,  6.1105164873901347E+004
A62,  1.5866332031114527E+004
A63,  1.2150096005277814E+005
A64,  5.7526194488120527E+003
A65,  3.0239651757342386E+005
A66,  4.8947713732091675E+005
A67,  3.0552046291686517E+000
A68,  6.0625695661579946E+005
A69,  2.2369986562059188E+005
A70,  2.3738740603681099E+003
A71,  2.3680925612158435E+003
A72,  3.5505408833538611E+004
A73,  6.1146711849671221E+004
A74,  5.0261741938773571E+002
A75,  2.3132992706288118E+002
A76,  2.2796616345489210E-001
A77,  5.4856490510112987E+000
A78,  3.3911411353633292E+002
A79,  4.3187731989648981E+000
A80,  1.9209861031950084E+001
A81,  2.4910617544661345E+003
A82,  1.0975204164419749E+003
A83,  1.1596654003869943E+001
A84,  1.4216424973022754E+001
A85,  2.4951913420271753E+003
A86,  2.3776258109286086E+003
A87,  2.8497122385993089E+003
A88,  4.6637084886645232E+002
A89,  2.4087067261319445E+005
A90,  4.2665866918246400E+004
A91,  4.7649417237608550E+003
A92,  2.0280869127498122E+003
A93,  5.2059283620890864E+005
A94,  5.8140023993793126E+004
A95,  8.5878802833680620E+003
A96,  1.3279204424120983E+005
A97,  4.4630945755554545E+004
A98,  4.5764035985140747E+005
A99,  2.1667572285017162E+004
A100,  3.7886554766844506E+003
A101,  3.2427643841683733E+000
A102,  2.2970065022833437E+003
A103,  1.1706551764245339E+003
A104,  9.2222718256043136E+003
A105,  4.0871811204845656E+005
A106,  6.6103541580068960E+005
A107,  9.2988814741992461E+005
A108,  1.4736665180165210E+004
A109,  8.4781924965339852E+005
A110,  7.1155183312377133E+001
A111,  6.2259609314231246E+004
A112,  1.7028276589819882E+001
A113,  4.3462200165531485E+001
A114,  4.2011252822010410E+003
A115,  6.2340958082692559E+001
A116,  3.4430871831156145E+002
A117,  1.4722245425411074E+001
A118,  1.2319824875296301E+003
A119,  5.8694649193147154E+002
A120,  5.0800376246079823E+003
A121,  4.1514510808339942E+001
A122,  5.0840634248128976E+004
A123,  4.4630945755554545E+004
A124,  1.5807565678364484E+004
A125,  2.3465315902860340E+004
A126,  1.1781918149623009E+003
A127,  1.6589196179602426E+004
A128,  9.4517425929536202E+001
A129,  7.1115301832483215E+000
A130,  4.8633889834676737E+001
A131,  2.3033245293144478E+001
A132,  1.1760257079241653E+001
A133,  1.7451174253831933E-001
A134,  9.6382725340833841E-001
A135,  4.1212146593213234E-002
A136,  1.4055609532013358E+002
A137,  9.0693207845701695E-001
A138,  9.4208652463338325E+000
A139,  7.6988132961519296E-002
A140,  6.9497346731128695E+004
A141,  7.8842606215273122E+002
A142,  2.0899039418170239E-002
A143,  9.7741325245738697E-001
A144,  7.1836575648283156E+002
A145,  4.9127150080986039E+003
A146,  1.2982268413716768E+003
A147,  3.3135352566268321E+003
A148,  4.6227870291596801E+003
A149,  1.9482751063501064E+005
A150,  2.1367709941043911E+004
A151,  1.1485362357082283E+005
A152,  2.5388867003839288E+004
A153,  1.7530311321832763E+005
A154,  3.2226859372548240E+001
A155,  3.3570004285652668E+005
A156,  5.3987596010112064E+005
A157,  3.5229927123251109E+005
A158,  2.0072353062344985E+003
A159,  1.2835513924212684E+001
A160,  6.7317048503437454E+003
A161,  2.1456445233925074E+003
A162,  4.8505259508929669E+001
A163,  4.0870467355561552E+004
A164,  8.8407723756388703E+004
A165,  4.8500160972458808E+000
A166,  2.9610150931021895E+001
A167,  6.7798581419053386E+004
A168,  1.2810291982184106E+004
A169,  9.8814176677745727E+003
A170,  9.2091013477034267E+003
A171,  2.2481422547461611E+003
A172,  7.6172706647155610E+003
A173,  4.4083968471624612E+003
A174,  5.4883185475472817E+002
A175,  1.5610343586054980E+003
A176,  5.2524261191603036E+003
A177,  2.2187863186174481E+000
A178,  4.4388796466076968E+002
A179,  1.4679064720072563E-001
A180,  1.0514332893595179E+003
A181,  3.7438410459951192E+003
A182,  2.6900117460613387E+002
A183,  2.2046343165566721E+001
A184,  6.7877579398082048E+001
A185,  2.0744937185391166E+001
A186,  2.1549051181399190E+002
A187,  3.9917378854100907E+000
A188,  9.4267631795081575E-001
A189,  1.7610072686197908E+000
A190,  4.5384193452792502E+001
A191,  3.1037059644603573E+002
A192,  1.4055711022796291E+002
A193,  5.5069585536668733E+001
A194,  2.1949729304519531E+002
A195,  8.4768490013399139E+002
A196,  3.2394761691210174E-003
A197,  6.9054791862747595E+006
A198,  1.6218343053416224E+007
A199,  2.5564699505699405E+001
A200,  8.9321892116017505E+000
A201,  3.7814497865504513E+000
A202,  1.0152603395776238E+005
A203,  5.8759244564653040E+004
A204,  3.6298412142272508E+002
A205,  1.0470644721355839E+001
A206,  3.7570076856896691E+002
A207,  2.9556979676348176E-002
A208,  5.2909257501753924E-003
A209,  4.4164744110971311E+004
A210,  1.3765837792547142E+001
A211,  9.4771988484613505E+000
A212,  2.7950668683119484E-001
A213,  3.1377090511985730E-003
A214,  2.3524030457077551E+001
A215,  2.1294758532954288E+000
A216,  1.6943995346671263E+003
A217,  1.0425614052992773E+003
A218,  2.6880206096145734E-005
A219,  1.3223909678607878E-004
A220,  2.3027728068836746E-002
A221,  7.4936566933561553E+003
A222,  1.2203647256302791E+004
A223,  3.1176938073575148E+001
A224,  1.1929817507865151E+001
A225,  2.8735716252931120E+001
A226,  7.0821344119084778E+005
A227,  8.8075147305854373E+006
A228,  3.0201558233781150E+006
A229,  2.1824229625877464E+001
A230,  1.5282941923791647E+001
A231,  1.2383264790884816E+002
A232,  8.5538163934509635E+008
A233,  1.4976438192216051E+002
A234,  4.5997050926528819E+005
A235,  2.5080101852938514E+000
A236,  1.2942044483428347E+002
A237,  5.1929069237671808E+000
A238,  2.0730969563544566E+000
A239,  1.3448230830353364E+002
A240,  5.0658676602714240E+003
A241,  6.2612082065561858E-001
A242,  4.1353255805040641E+002
A243,  2.2408134588325756E+003
A244,  3.4895721112018441E-001
A245,  1.1772922841727382E+006
A246,  9.2046501499903357E+000
A247,  3.1437723984779234E-003
A248,  6.4828461822711197E-017
A249,  8.8352116172837396E-020
A250,  7.9784978382849928E-020
A251,  5.6004295138915708E-002
A252,  8.5429535857838076E+001
A253,  1.2201566041495596E-002
A254,  1.4529705148091335E-005
A255,  1.0571483695505880E-006
A256,  9.2522608221058192E-003
A257,  5.0210343526279989E-002
A258,  4.6294515821093581E-004
A259,  7.2904358711564215E-005
A260,  2.0927671742688132E-004
A261,  9.2502802402907053E-003
A262,  1.8700567213309385E-002
A263,  2.5460770312949868E-002
A264,  1.7623545379260661E-004
A265,  1.2148498044757978E-004
A266,  2.4502953294345676E-003
A267,  1.6520784674490057E-003
A268,  1.5750719608629945E-029
A269,  5.8430112905317405E-003
A270,  8.1197811823018138E-004
A271,  1.8493047169983469E-004
A272,  2.2697186689376164E-005
A273,  9.4609480643989358E-002
A274,  1.2362217723833140E+001
A275,  1.2487076574591500E+001
A276,  8.8619707891302701E-001
A277,  2.1869272099354401E-003
A278,  6.5170594327791655E-009
A279,  2.3072692026980560E+004
A280,  1.7369526442442910E+002
A281,  1.0752130346527681E+001
A282,  3.7394465790651779E+001
A283,  2.5213902425681399E+003
A284,  7.7295319244143241E+002
A285,  1.5671213755804283E+002
A286,  1.8620241827810562E+000
A287,  1.6759334705778579E+002
A288,  2.0711871102992902E+001
A289,  1.0718790959861145E+001
A290,  1.0542441793454694E-024
A291,  1.3433997836260693E+004
A292,  8.4473315717301448E+003
A293,  4.6942284156020818E+004
A294,  5.3083254882411256E+002
A295,  1.8226565359463052E+001
A296,  1.6972287628891070E+001
A297,  5.0942908470102140E+000
A298,  5.8097948191459275E-002
A299,  1.3583986644535401E+002
A300,  4.0495033424096575E+004
A301,  1.1492991582069255E+004
A302,  7.0395379762361104E-005
A303,  1.2047324131165074E-004
A304,  5.1261009352402000E-005
A305,  6.7183825508530223E+008
A306,  8.3813213442906773E+008
A307,  4.1170153357182595E-003
A308,  1.2306232511405025E-002
A309,  3.4025682585177522E-005
A310,  7.2945928253332001E-002
A311,  6.7234603490032421E-002
A312,  1.3244524233117600E-002
A313,  4.6738106742367405E-002
A314,  4.8291282800103863E-001
A315,  1.7859350590628786E+001
A316,  1.3662159159509619E+000
A317,  9.4358180147512433E-002
A318,  6.7779939957400854E+000
A319,  2.0099126445223298E+001
A320,  4.1505061256139993E+002
A321,  4.8139939994520528E+003
A322,  1.2052150019739032E-001
A323,  8.2421493156519743E-001
A324,  6.8411589431837001E+003
A325,  1.0092942478530921E+003
A326,  1.9407014985909338E-001
A327,  3.0897340008256861E+003
A328,  2.3278870540997086E+003
A329,  3.7076909504449895E+002
A330,  1.3271251854813531E+003
A331,  1.0593774031581663E+004
A332,  9.2924370655950781E+002
A333,  1.7861926516291894E+002
A334,  1.1608330097982751E+004
A335,  8.8183954361491950E-004
A336,  3.4995997397260246E+005
A337,  1.7807676078151178E+006
A338,  3.2414751730851704E-004
A339,  1.2898086537868927E-001
A340,  5.1669170436360885E+005
A341,  1.9328670116332896E+003
A342,  4.9967905498696828E+003
A343,  2.0514721572186136E+000
A344,  2.4982248171677440E+001
A345,  1.0317707555228897E+000
A346,  1.3170993148509673E-003
A347,  9.6193206974672183E-004
A348,  4.0298825931917520E+002
A349,  5.0507656445864040E+000
A350,  2.8073068199821310E+006
A351,  1.0999292872707687E+002
A352,  2.4588020601894435E+001
A353,  1.3590881556269778E+001
A354,  1.8722125880557252E+002
A355,  5.0725474026853393E+004
A356,  1.3098578759974712E+006
A357,  9.6129197180178983E+002
A358,  2.4215170936017221E+003
A359,  8.7002812475443392E+000
A360,  5.0142834619405073E+002
A361,  1.3015474460833902E+003
A362,  8.0040195519315060E-001
A363,  3.5388335511587397E-002
A364,  3.2975741405635212E+001
A365,  1.0834627586886942E+004
A366,  2.5459297113748333E+004
A367,  3.2944408605971176E+002
A368,  1.2538647032356988E+002
A369,  2.4390021800460571E+000
A370,  1.0783610272432978E-001
A371,  1.0048439369138062E+002
A372,  2.6645078371352099E+002
A373,  7.0747525574806184E+002
A374,  1.1791254262467698E+003
A375,  1.4382088071875291E+003
A376,  2.4501933160334210E+002
A377,  3.7016662890702975E+002
A378,  7.6957317930143981E+003
A379,  2.4452551577028539E+003
A380,  4.7867998226342625E+003
A381,  1.0187911099953812E+004
A382,  2.8157804796048244E+004
A383,  1.2208570595946163E+004
A384,  4.8643340909444402E+002
A385,  2.6133562367198349E+004
A386,  1.2045587602795838E+000
A387,  1.7699887470035280E+003
A388,  2.9676471368762059E+003
A389,  4.6961830762932584E+000
A390,  1.4304914764367448E+004
A391,  8.7989002261164831E+002
A392,  4.7271960256604252E+004
A393,  9.9106759899059747E+004
A394,  1.4441038124910995E+005
A395,  2.1788783726688474E+000
A396,  5.6758714120322543E+002
A397,  2.1910134617616968E+001
A398,  8.9324651677762347E+002
A399,  4.7989535913965941E+004
A400,  2.2119531610231253E+000
A401,  2.2338470206879180E+001
A402,  1.0864090418618064E+003
A403,  1.5806547672014692E+003
A404,  1.5366673784894380E+002
A405,  8.2557225763240876E+003
A406,  3.8052611473401721E-001
A407,  8.7462487215171075E+002
A408,  5.8191682848748235E+002
A409,  6.6721713748210632E+003
A410,  2.4171825917672325E+002
A411,  2.0778043887224981E+003
A412,  1.0918092505555720E+004
A413,  6.0449338784515891E+000
A414,  5.9856876844230411E-001
A415,  2.0080324176563701E+002
A416,  8.0958415844132992E+002
A417,  9.7723725351914382E+001
A418,  5.2501925720800318E+003
A419,  2.4199400628946036E-001
A420,  2.7521619456246426E+003
A421,  4.8441844766625778E+001
A422,  4.0948463691765671E+000
A423,  1.1302037703187891E+003
A424,  3.9665609623669104E+002
A425,  6.7076811652790283E+001
A426,  1.3053897457135656E+003
A427,  2.2976659321350159E+001
A428,  1.9422441579404612E+000
A429,  2.4062101792667645E+003
A430,  4.4787656732462722E+001
A431,  1.1090801589865355E-001
A432,  1.1200578079647017E+000
A433,  9.0311207405942480E+002
A434,  3.9071927959625380E-001
A435,  8.8638381726867033E+002
A436,  3.7794554437494696E+002
A437,  2.0305068012731248E+004
A438,  4.2570045526950416E+004
A439,  6.1185919861294533E+004
A440,  9.3590943359132528E-001
A441,  3.6806061896096736E+002
A442,  9.5922814138339412E+000
A443,  2.2802657287819226E+001
A444,  3.0626734062039583E+002
A445,  9.2107066882874619E+002
A446,  5.6466394125414258E-002
A447,  7.5433833629714320E+000
A448,  1.6054842889279396E+001
A449,  9.8268001469515676E-001
A450,  9.8151427750114749E+001
A451,  2.0889906770770577E+002
A452,  1.2786231565173955E+001
A453,  7.7921187458993688E+002
A454,  1.6584234980567692E+003
A455,  1.0150828872510793E+002
A456,  1.2164814541775682E+001
A457,  1.1749304262353739E+001
A458,  3.8429255314762347E+000
A459,  3.7116637637034620E+000
A460,  2.4438925719566478E+000
A461,  2.3604171945093650E+000
A462,  5.7025297148562748E-001
A463,  5.5077499500604532E-001
A464,  1.0972885029549425E+002
A465,  4.2619348778683064E-001
A466,  4.7132629070476092E+001
A467,  1.8306598053305237E-001
A468,  5.1084567521901482E+002
A469,  2.3209935058298533E+003
A470,  1.3282953411631196E+001
A471,  6.0350219454082513E+001
A472,  4.5400325365537386E-001
A473,  1.2479539045903174E+000
A474,  5.8805075314305200E-001
A475,  1.6211754923529105E+000
A476,  2.7499589000687927E-002
A477,  1.2494256206871571E-001
A478,  7.7138271124466959E-005
A479,  2.1278695275515571E-004
A480,  6.7333622607123049E-004
A481,  4.1346209091388306E+002
A482,  1.1062740938179594E+002
A483,  5.9117078847834925E+001
A484,  6.7687555180697717E-002
A485,  3.8420947704162924E+000
A486,  3.0001866778227224E+004
A487,  2.4679347853385452E+003
A488,  1.8732272180201477E+001
A489,  2.3653853434804752E+001
A490,  1.3480335988532690E+002
A491,  1.3201047413440529E+003
A492,  5.1004187260513419E+002
A493,  2.1424201910460786E+004
A494,  4.0553790772387438E+005
A495,  2.2709158645924894E+005
A496,  5.6546467015729490E+002
A497,  1.1792750243122548E+004
A498,  4.6263597689026910E+003
A499,  2.2948464137165840E+002
A500,  2.2549357913072195E+003
A501,  1.6391939415757767E+002
A502,  1.4307407442343358E+003
A503,  2.1402415876999048E+003
A504,  1.2356706565246418E+003
A505,  1.2233135616440117E+004
A506,  2.1305291979924690E-001
A507,  4.2907496058000607E+000
A508,  4.6728060820766393E+000
A509,  3.8027253984183002E-001
A510,  2.1409851793582937E-001
A511,  2.8514888908505098E-001
A512,  1.4646744654793338E+002
A513,  7.2653297890075983E+000
A514,  7.1389754359862209E+001
A515,  5.1895780486693974E+000
A516,  3.9195303126327628E+004
A517,  2.6243666388910875E+005
A518,  1.6649748773412468E+003
A519,  1.3312060484966934E+004
A520,  1.7720913914627767E+004
A521,  1.2932116590302545E+005
A522,  1.1863056229439517E+003
A523,  9.4849312270130813E+003
A524,  1.8823151378642223E+002
A525,  2.5862212177643064E+003
A526,  1.9464916044905348E+002
A527,  2.4526913606524058E+003
A528,  6.1815341133096945E+003
A529,  1.2106474303350744E+004
A530,  2.7087678157458486E+003
A531,  5.8731554638894306E+002
A532,  3.4751965976310162E+003
A533,  2.4138456381577797E+002
A534,  1.4267731156500324E+003
A535,  7.7040114455567550E+002
A536,  1.2084164666943533E+002
A537,  1.6169452494980109E+002
A538,  1.1981904115185777E+002
A539,  1.3784516046924998E+002
A540,  3.8232625571298126E+002
A541,  6.0580330073932657E+001
A542,  7.9143405502289133E+000
A543,  7.7999184932570842E+001
A544,  1.1972614284110084E+002
A545,  1.7208967021536573E+001
A546,  2.4469067011284498E+000
A547,  2.6434334790238080E+002
A548,  6.5000614802039377E+002
A549,  7.0246482418851400E+001
A550,  1.2870263803746713E+001
A551,  9.9876822383612057E+002
A552,  4.3330327233494299E+003
A553,  1.9074243190586349E+004
A554,  2.4624270716778583E+003
A555,  9.3076109180418880E+003
A556,  1.9794614984438704E+003
A557,  1.7980208176976877E+004
A558,  9.2863730377164416E+001
A559,  5.2724921754538100E+003
A560,  1.2091894088685066E+002
A561,  7.5748512591984706E+002
A562,  6.8805279949670075E+003
A563,  2.0269252980084043E+003
A564,  3.6983851934910433E+001
A565,  3.5536379239218512E+001
A566,  5.0914549780412717E+000
A567,  6.6296426066169083E+000
A568,  2.8907579336269231E+002
A569,  1.0852826027082996E+002
A570,  1.7767342262831767E+002
A571,  3.0591802586965877E+000
A572,  1.6446135445935156E+003
A573,  2.8316949234047307E+001
A574,  9.1230279809858039E+003
A575,  1.7190384589933683E+003
A576,  9.3142721880397203E+003
A577,  1.4395785013834563E+003
A578,  7.8801617030426044E+001
A579,  7.4382221992721225E+002
A580,  4.2578026081377502E+001
A581,  9.4625053992979565E+002
A582,  7.9760491765070114E+001
A583,  7.0167009433555990E+001
A584,  4.3873701884897628E+003
A585,  2.2485354420832419E+002
A586,  1.1300230415392743E+004
A587,  6.5397590016560684E+002
A588,  3.5956174327238309E+003
A589,  1.8427606712701157E+002
A590,  9.3655585604471653E+003
A591,  4.3137007241903149E+002
A592,  2.4161104070624322E+002
A593,  1.5395366848489377E+002
A594,  1.8485187757944377E+001
A595,  9.1196532299427975E+002
A596,  7.0788802667040059E+001
A597,  2.9053494534374906E+001
A598,  1.3292904048594883E+003
A599,  2.1532152943176959E+002
A600,  2.7980826083854708E+001
A601,  1.2421385978966969E+003
A602,  2.4544554965961646E+002
A603,  2.7048478127355629E+003
A604,  3.2011330146938036E+001
A605,  3.3942390111689626E+001
A606,  1.6656676951724093E-004
A607,  2.8082848194308549E-004
A608,  4.3153278567120956E-004
A609,  5.4417056647423656E-001
A610,  1.2177899102959983E-001
A611,  1.6173793289456420E-001
A612,  6.8865822329761228E-001
A613,  8.5367585636266952E-002
A614,  9.0517322499840111E-002
A615,  1.7464390878285808E+003
A616,  4.4996200038575033E+001
A617,  1.5372395678791877E+003
A618,  3.6226273713359586E+002
A619,  8.8104376498111179E+001
A620,  6.9278733454495966E+002
A621,  4.3471450121938761E+002
A622,  1.3490459729100439E+002
A623,  2.1770702230029929E+002
A624,  4.9097920458633247E+001
A625,  1.7443158716482731E+001
A626,  8.9452619332961078E+001
A627,  1.5131860592926841E+001
A628,  1.8329461940247356E+001
A629,  3.0646881631745952E+001
A630,  7.2784134052010344E+001
A631,  8.1441833592813602E+000
A632,  4.5653313023537532E+000
A633,  4.0172883651814692E+002
A634,  2.4691563772807172E+001
A635,  2.2022236002669692E+002
A636,  1.8813319246404639E+001
A637,  1.0654184926628459E+002
A638,  2.4055309071883935E+003
A639,  6.8439099997319872E+003
A640,  1.2576032437110254E+002
A641,  1.0892148088585138E+003
A642,  8.2096336304785393E+002
A643,  1.6095286430135534E+001
A644,  1.9713884018062509E+005
A645,  1.2490131537048490E+004
A646,  5.4613963110377859E+004
A647,  4.5224863115720364E+004
A648,  1.0880318019873046E+003
A649,  7.5421353469568677E+000
A650,  3.2203570237807849E+003
A651,  1.0942012014145073E+004
A652,  6.2760108602064947E+003
A653,  1.8795011378048014E+003
A654,  1.9325215258692253E+003
A655,  6.7287039824789773E+001
A656,  9.3949478599668768E-001
A657,  1.5330920992974981E+002
A658,  2.0272843919107041E+002
A659,  2.8305943029921701E+000
A660,  4.6190376220449861E+002
A661,  2.2291352642488150E+003
A662,  4.5537638476223474E+003
A663,  2.0833539241677023E+004
A664,  1.5787573680259819E+004
A665,  1.7632547239907544E+003
A666,  8.1966424466267508E+003
A667,  5.2452293357884600E+003
A668,  3.2920315606284339E+005
A669,  1.2794380705975078E+004
A670,  2.0035036677151521E+002
A671,  5.1018296042854712E+002
A672,  5.3419800451447770E+002
A673,  4.6972279858146823E+004
A674,  1.2329092052976046E+004
A675,  7.3407974374154082E+002
A676,  6.5173494236329185E+004
A677,  5.4258427500190795E+004
A678,  9.3829460044861328E+000
A679,  1.0332996550436576E+003
A680,  9.9788494522626752E+002
A681,  3.7646777025104133E-002
A682,  1.6905961612769851E+000
A683,  6.3044146579798522E+004
A684,  2.2436687770795557E+004
A685,  1.1742880987156319E+004
A686,  3.8355740856676567E+002
A687,  1.3153343982117258E+003
A688,  2.4131345439072547E+002
A689,  1.0900907656340087E+003
A690,  1.4953774907528414E+003
A691,  1.4275753835137536E+003
A692,  3.7591013756769720E-001
A693,  2.0601511427725154E+002
A694,  2.4122851041829195E+004
A695,  3.0129001723424466E+004
A696,  2.0268709211645805E+002
A697,  1.2264856059967897E+003
A698,  0.0000000000000000E+000
A699,  0.0000000000000000E+000
A700,  0.0000000000000000E+000
A701,  1.1321964635372366E+004
A702,  2.9545651035731282E+001
A703,  4.8099414925777512E-001
A704,  2.0201135083872104E+000
A705,  2.7061905876294219E-023
A706,  2.9202803715673023E-028
A707,  6.0918087489298814E+003
A708,  1.3695288743830261E-001
A709,  2.8479922570394166E+002
A710,  3.0905495134235887E+000
A711,  1.1027423586911718E+001
A712,  2.0530710687941348E+004
A713,  3.5381823651912983E+005
A714,  2.7888771690210546E+004
A715,  6.4684877575105866E+003
A716,  6.0418256008395588E+005
A717,  2.7848227705486593E+001
A718,  8.5127553642460484E+001
A719,  2.9097677793850220E+005
A720,  6.1401379346062618E+004
A721,  2.2498557536329770E+002
A722,  2.2448907857137478E+003
A723,  8.6603061201103501E+003
A724,  1.9740570057757192E+004
A725,  1.0451387249972583E+005
A726,  2.3724183641635207E+005
A727,  9.8982952121210728E+003
A728,  5.8043186818618618E+005
A729,  2.7323717882575618E+001
A730,  4.9236254526474532E+000
A731,  2.3560347761203038E+000
